epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,1795.61,1.00556,0.4985,0.86992,0.20309,0.12218,0.09446,0.04038,2.93866,2.95123,1.3078,0.000346736,0.000346736,0.000346736
82,1817.75,1.00164,0.4986,0.86855,0.197,0.12312,0.1002,0.04156,2.94079,2.8984,1.32984,0.000330233,0.000330233,0.000330233
83,1839.97,1.0262,0.51214,0.87203,0.1848,0.1203,0.08453,0.03635,2.91706,2.87112,1.31855,0.000313729,0.000313729,0.000313729
84,1862.16,1.02529,0.51513,0.87058,0.15703,0.12218,0.08318,0.03174,3.04959,3.03521,1.35338,0.000297226,0.000297226,0.000297226
85,1884.3,1.01457,0.50436,0.86984,0.20222,0.11748,0.10199,0.04232,2.98586,2.68974,1.31689,0.000280723,0.000280723,0.000280723
86,1906.61,0.99849,0.49794,0.86411,0.17196,0.10526,0.09036,0.03607,2.9766,2.8828,1.30843,0.00026422,0.00026422,0.00026422
87,1928.89,0.98647,0.48581,0.86127,0.16829,0.10714,0.08739,0.03575,2.98919,2.81277,1.31287,0.000247716,0.000247716,0.000247716
88,1950.99,0.99281,0.49049,0.86551,0.1757,0.10714,0.0921,0.03576,2.97141,2.98374,1.29773,0.000231213,0.000231213,0.000231213
89,1973.18,0.99489,0.48838,0.86338,0.15715,0.10808,0.07753,0.02992,2.98416,3.14137,1.32436,0.00021471,0.00021471,0.00021471
90,1995.28,1.00079,0.49867,0.86824,0.20241,0.10996,0.09345,0.03849,2.945,2.72779,1.28751,0.000198206,0.000198206,0.000198206
91,2021.27,0.9889,0.48532,0.86124,0.14511,0.09868,0.06297,0.02288,3.04651,2.84936,1.28645,0.000181703,0.000181703,0.000181703
92,2042.98,0.99118,0.48843,0.86157,0.18679,0.12218,0.09363,0.03869,2.9357,2.90581,1.23469,0.0001652,0.0001652,0.0001652
93,2064.82,0.9791,0.48242,0.85953,0.14307,0.10902,0.07159,0.02894,2.93695,3.00657,1.28528,0.000148696,0.000148696,0.000148696
94,2086.65,0.98249,0.48387,0.85976,0.18386,0.12124,0.0922,0.03936,2.90825,2.64542,1.2671,0.000132193,0.000132193,0.000132193
95,2108.38,0.97217,0.47395,0.85764,0.15654,0.1203,0.0892,0.03863,2.94988,2.81449,1.29983,0.00011569,0.00011569,0.00011569
96,2130.15,0.9687,0.47393,0.85771,0.18573,0.12782,0.09738,0.04215,2.94664,2.80801,1.26186,9.91865e-05,9.91865e-05,9.91865e-05
97,2151.92,0.97009,0.47865,0.85781,0.16303,0.10808,0.08074,0.03295,2.95681,2.77244,1.26808,8.26832e-05,8.26832e-05,8.26832e-05
98,2173.64,0.96352,0.47462,0.85423,0.17056,0.12594,0.09151,0.03507,2.95709,2.79799,1.27167,6.61799e-05,6.61799e-05,6.61799e-05
99,2195.4,0.96522,0.47109,0.85332,0.16815,0.1297,0.09551,0.03864,2.93775,2.60324,1.24897,4.96766e-05,4.96766e-05,4.96766e-05
100,2217.19,0.96659,0.47278,0.85685,0.16699,0.12218,0.08853,0.03484,2.97795,2.7145,1.27818,3.31733e-05,3.31733e-05,3.31733e-05
